"","Supply.Site","Store","System.Date","SKU","DC.to.Store.Lead.Time..in.Days.","Stock.Transfer.Schedule.at.Store..in.Days.","AVAILABLE.STOCK..Units.","STOCK.VALUE..INR.","Stock.in.Transit","STO.count.in.last.two.weeks","Total.STO.qty.raised.in.last.2.weeks","Fill.rate.at.Stores.for.last.2.weeks...Rolling.Average","DC.to.Store.Fill.Rate.On.Time...Rolling.Average","Last.Good.Receipt.Note..GRN..date.at.Store","Last.GRN.qty.at.Store","Days.since.last.GRN.at.Store","Daily.SALES.QTY...Rolling.Average.for.Last.Month","Daily.SALES.VALUE...Rolling.Average.for.Last.Month","Actual.Sale.in.Last.2.weeks..Total.","Retail.Price","Lead.Time..in.Days.","Diff_lead_time","daily_sales_last_month"
"1015","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/8/2016","Penne with Roasted Vegetables 4.5 kg",19,11,208,"124,800.00",72,1,61,"98%","98%","6/6/2016",52,2,158,"94,800.00","1,592,640.00","600",12,7,"136-165"
"1016","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/7/2016","Penne with Roasted Vegetables 4.5 kg",21,13,0,"0",46,3,108,"12%","99%","5/29/2016",105,9,155,"93,000.00","1,171,800.00","600",12,9,"136-165"
"1017","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/6/2016","Penne with Roasted Vegetables 4.5 kg",21,15,0,"0",51,2,96,"7%","92%","5/26/2016",81,11,131,"78,600.00","1,210,440.00","600",12,9,"106-135"
"1018","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/5/2016","Penne with Roasted Vegetables 4.5 kg",18,10,0,"0",52,3,129,"6%","97%","6/3/2016",121,2,156,"93,600.00","1,310,400.00","600",12,6,"136-165"
"1019","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/4/2016","Penne with Roasted Vegetables 4.5 kg",18,10,86,"51,600.00",78,2,132,"98%","91%","5/28/2016",125,7,130,"78,000.00","982,800.00","600",12,6,"106-135"
"1020","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/3/2016","Penne with Roasted Vegetables 4.5 kg",16,15,182,"109,200.00",72,1,61,"98%","95%","6/1/2016",60,2,145,"87,000.00","1,096,200.00","600",12,4,"136-165"
"1021","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/2/2016","Penne with Roasted Vegetables 4.5 kg",21,14,65,"39,000.00",72,1,61,"95%","91%","5/31/2016",55,2,136,"81,600.00","1,142,400.00","600",12,9,"136-165"
"1022","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/1/2016","Penne with Roasted Vegetables 4.5 kg",15,12,63,"37,800.00",72,1,61,"98%","95%","5/30/2016",51,2,131,"78,600.00","1,210,440.00","600",12,3,"106-135"
"1023","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/31/2016","Penne with Roasted Vegetables 4.5 kg",15,12,49,"29,400.00",72,1,61,"100%","93%","5/29/2016",56,2,159,"95,400.00","1,736,280.00","600",12,3,"136-165"
"1024","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/30/2016","Penne with Roasted Vegetables 4.5 kg",21,15,49,"29,400.00",72,1,61,"96%","92%","5/28/2016",59,2,160,"96,000.00","1,747,200.00","600",12,9,"136-165"
"1025","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/29/2016","Penne with Roasted Vegetables 4.5 kg",20,8,108,"64,800.00",72,1,61,"97%","99%","5/27/2016",55,2,149,"89,400.00","1,001,280.00","600",12,8,"136-165"
"1026","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/28/2016","Penne with Roasted Vegetables 4.5 kg",22,11,159,"95,400.00",72,1,61,"99%","90%","5/26/2016",51,2,151,"90,600.00","1,014,720.00","600",12,10,"136-165"
"1027","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/27/2016","Penne with Roasted Vegetables 4.5 kg",15,12,130,"78,000.00",72,1,61,"97%","92%","5/25/2016",53,2,139,"83,400.00","934,080.00","600",12,3,"136-165"
"1028","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/26/2016","Penne with Roasted Vegetables 4.5 kg",16,12,171,"102,600.00",72,1,61,"97%","98%","5/24/2016",50,2,156,"93,600.00","1,048,320.00","600",12,4,"136-165"
"1029","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/25/2016","Penne with Roasted Vegetables 4.5 kg",20,8,0,"0",72,1,61,"8%","93%","5/23/2016",56,2,140,"84,000.00","1,176,000.00","600",12,8,"136-165"
"1030","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/24/2016","Penne with Roasted Vegetables 4.5 kg",21,5,0,"0",72,1,61,"5%","96%","5/22/2016",55,2,160,"96,000.00","1,344,000.00","600",12,9,"136-165"
"1031","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/23/2016","Penne with Roasted Vegetables 4.5 kg",22,11,0,"0",72,1,61,"7%","90%","5/21/2016",59,2,132,"79,200.00","1,108,800.00","600",12,10,"106-135"
"1032","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/22/2016","Penne with Roasted Vegetables 4.5 kg",18,15,0,"0",72,1,61,"7%","92%","5/20/2016",53,2,133,"79,800.00","893,760.00","600",12,6,"106-135"
"1033","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/21/2016","Penne with Roasted Vegetables 4.5 kg",21,6,0,"0",72,1,61,"15%","98%","5/19/2016",57,2,155,"93,000.00","1,171,800.00","600",12,9,"136-165"
"1034","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/20/2016","Penne with Roasted Vegetables 4.5 kg",18,11,201,"120,600.00",72,1,61,"95%","97%","5/18/2016",49,2,152,"91,200.00","1,532,160.00","600",12,6,"136-165"
"1035","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/19/2016","Penne with Roasted Vegetables 4.5 kg",15,11,79,"47,400.00",72,1,61,"100%","96%","5/17/2016",54,2,151,"90,600.00","1,648,920.00","600",12,3,"136-165"
"1036","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/18/2016","Penne with Roasted Vegetables 4.5 kg",20,7,89,"53,400.00",72,1,61,"95%","94%","5/16/2016",52,2,137,"82,200.00","920,640.00","600",12,8,"136-165"
"1037","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/17/2016","Penne with Roasted Vegetables 4.5 kg",21,9,182,"109,200.00",72,1,61,"95%","90%","5/15/2016",59,2,139,"83,400.00","1,167,600.00","600",12,9,"136-165"
"1038","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/16/2016","Penne with Roasted Vegetables 4.5 kg",19,6,90,"54,000.00",72,1,61,"98%","96%","5/14/2016",57,2,131,"78,600.00","880,320.00","600",12,7,"106-135"
"1039","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/15/2016","Penne with Roasted Vegetables 4.5 kg",15,15,125,"75,000.00",72,1,61,"99%","93%","5/13/2016",56,2,131,"78,600.00","1,100,400.00","600",12,3,"106-135"
"1040","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/14/2016","Penne with Roasted Vegetables 4.5 kg",17,7,0,"0",72,1,61,"12%","98%","5/12/2016",49,2,160,"96,000.00","1,478,400.00","600",12,5,"136-165"
"1041","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/13/2016","Penne with Roasted Vegetables 4.5 kg",19,10,0,"0",72,1,61,"6%","96%","5/11/2016",51,2,156,"93,600.00","1,703,520.00","600",12,7,"136-165"
"1042","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/12/2016","Penne with Roasted Vegetables 4.5 kg",20,9,0,"0",72,1,61,"8%","92%","5/10/2016",55,2,141,"84,600.00","1,184,400.00","600",12,8,"136-165"
"1043","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/11/2016","Penne with Roasted Vegetables 4.5 kg",19,13,0,"0",72,1,61,"12%","92%","5/9/2016",52,2,152,"91,200.00","1,021,440.00","600",12,7,"136-165"
"1044","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/10/2016","Penne with Roasted Vegetables 4.5 kg",20,15,0,"0",72,1,61,"8%","92%","5/8/2016",53,2,154,"92,400.00","1,422,960.00","600",12,8,"136-165"
"1045","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/9/2016","Penne with Roasted Vegetables 4.5 kg",15,13,53,"31,800.00",72,1,61,"97%","95%","5/7/2016",60,2,146,"87,600.00","1,349,040.00","600",12,3,"136-165"
"1046","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/8/2016","Penne with Roasted Vegetables 4.5 kg",19,8,145,"87,000.00",72,1,61,"97%","90%","5/6/2016",52,2,142,"85,200.00","1,073,520.00","600",12,7,"136-165"
"1047","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/7/2016","Penne with Roasted Vegetables 4.5 kg",21,5,76,"45,600.00",72,1,61,"100%","94%","5/5/2016",56,2,139,"83,400.00","934,080.00","600",12,9,"136-165"
"1048","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/6/2016","Penne with Roasted Vegetables 4.5 kg",21,9,100,"60,000.00",72,1,61,"100%","91%","5/4/2016",56,2,149,"89,400.00","1,627,080.00","600",12,9,"136-165"
"1049","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/5/2016","Penne with Roasted Vegetables 4.5 kg",17,12,175,"105,000.00",72,1,61,"96%","98%","5/3/2016",52,2,140,"84,000.00","940,800.00","600",12,5,"136-165"
"1050","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/4/2016","Penne with Roasted Vegetables 4.5 kg",19,8,0,"0",72,1,61,"10%","92%","5/2/2016",60,2,157,"94,200.00","1,055,040.00","600",12,7,"136-165"
"1051","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/3/2016","Penne with Roasted Vegetables 4.5 kg",22,5,0,"0",72,1,61,"11%","94%","5/1/2016",56,2,155,"93,000.00","1,041,600.00","600",12,10,"136-165"
"1052","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/2/2016","Penne with Roasted Vegetables 4.5 kg",22,5,0,"0",72,1,61,"15%","93%","4/30/2016",59,2,149,"89,400.00","1,251,600.00","600",12,10,"136-165"
"1053","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/1/2016","Penne with Roasted Vegetables 4.5 kg",15,14,0,"0",72,1,61,"5%","92%","4/29/2016",53,2,153,"91,800.00","1,542,240.00","600",12,3,"136-165"
"1054","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/8/2016","Pinapple Chunk 8 kg",16,7,197,"14,775.00",54,3,126,"96%","98%","6/6/2016",122,2,134,"10,050.00","112,560.00","75",12,4,"106-135"
"1055","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/7/2016","Pinapple Chunk 8 kg",15,10,203,"15,225.00",50,5,225,"100%","95%","5/25/2016",194,13,134,"10,050.00","154,770.00","75",12,3,"106-135"
"1056","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/6/2016","Pinapple Chunk 8 kg",22,10,197,"14,775.00",26,4,80,"99%","98%","5/25/2016",79,12,158,"11,850.00","165,900.00","75",12,10,"136-165"
"1057","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/5/2016","Pinapple Chunk 8 kg",18,7,77,"5,775.00",89,3,198,"100%","96%","5/24/2016",184,12,144,"10,800.00","166,320.00","75",12,6,"136-165"
"1058","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/4/2016","Pinapple Chunk 8 kg",18,15,121,"9,075.00",21,4,64,"96%","90%","5/24/2016",57,11,155,"11,625.00","211,575.00","75",12,6,"136-165"
"1059","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/3/2016","Pinapple Chunk 8 kg",22,6,127,"9,525.00",54,3,126,"100%","97%","6/1/2016",102,2,132,"9,900.00","152,460.00","75",12,10,"106-135"
"1060","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/2/2016","Pinapple Chunk 8 kg",22,5,117,"8,775.00",54,3,126,"100%","95%","5/31/2016",117,2,158,"11,850.00","199,080.00","75",12,10,"136-165"
"1061","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/1/2016","Pinapple Chunk 8 kg",21,8,68,"5,100.00",54,3,126,"99%","93%","5/30/2016",123,2,134,"10,050.00","168,840.00","75",12,9,"106-135"
"1062","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/31/2016","Pinapple Chunk 8 kg",21,15,55,"4,125.00",54,3,126,"96%","96%","5/29/2016",107,2,146,"10,950.00","168,630.00","75",12,9,"136-165"
"1063","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/30/2016","Pinapple Chunk 8 kg",20,11,57,"4,275.00",54,3,126,"99%","97%","5/28/2016",111,2,155,"11,625.00","130,200.00","75",12,8,"136-165"
"1064","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/29/2016","Pinapple Chunk 8 kg",22,13,203,"15,225.00",54,3,126,"96%","93%","5/27/2016",101,2,150,"11,250.00","157,500.00","75",12,10,"136-165"
"1065","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/28/2016","Pinapple Chunk 8 kg",20,14,52,"3,900.00",54,3,126,"99%","98%","5/26/2016",122,2,158,"11,850.00","149,310.00","75",12,8,"136-165"
"1066","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/27/2016","Pinapple Chunk 8 kg",18,8,130,"9,750.00",54,3,126,"99%","90%","5/25/2016",117,2,153,"11,475.00","160,650.00","75",12,6,"136-165"
"1067","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/26/2016","Pinapple Chunk 8 kg",22,5,147,"11,025.00",54,3,126,"98%","94%","5/24/2016",106,2,153,"11,475.00","144,585.00","75",12,10,"136-165"
"1068","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/25/2016","Pinapple Chunk 8 kg",22,13,101,"7,575.00",54,3,126,"96%","90%","5/23/2016",125,2,135,"10,125.00","141,750.00","75",12,10,"106-135"
"1069","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/24/2016","Pinapple Chunk 8 kg",19,14,101,"7,575.00",54,3,126,"99%","96%","5/22/2016",125,2,144,"10,800.00","151,200.00","75",12,7,"136-165"
"1070","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/23/2016","Pinapple Chunk 8 kg",20,12,182,"13,650.00",54,3,126,"95%","93%","5/21/2016",113,2,155,"11,625.00","162,750.00","75",12,8,"136-165"
"1071","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/22/2016","Pinapple Chunk 8 kg",21,5,165,"12,375.00",54,3,126,"98%","93%","5/20/2016",116,2,150,"11,250.00","141,750.00","75",12,9,"136-165"
"1072","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/21/2016","Pinapple Chunk 8 kg",20,9,154,"11,550.00",54,3,126,"95%","97%","5/19/2016",123,2,144,"10,800.00","120,960.00","75",12,8,"136-165"
"1073","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/20/2016","Pinapple Chunk 8 kg",21,5,183,"13,725.00",54,3,126,"96%","98%","5/18/2016",108,2,146,"10,950.00","122,640.00","75",12,9,"136-165"
"1074","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/19/2016","Pinapple Chunk 8 kg",21,15,106,"7,950.00",54,3,126,"99%","99%","5/17/2016",112,2,153,"11,475.00","128,520.00","75",12,9,"136-165"
"1075","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/18/2016","Pinapple Chunk 8 kg",16,15,90,"6,750.00",54,3,126,"95%","90%","5/16/2016",108,2,145,"10,875.00","121,800.00","75",12,4,"136-165"
"1076","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/17/2016","Pinapple Chunk 8 kg",15,9,103,"7,725.00",54,3,126,"98%","99%","5/15/2016",113,2,146,"10,950.00","137,970.00","75",12,3,"136-165"
"1077","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/16/2016","Pinapple Chunk 8 kg",16,11,76,"5,700.00",54,3,126,"100%","93%","5/14/2016",115,2,140,"10,500.00","117,600.00","75",12,4,"136-165"
"1078","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/15/2016","Pinapple Chunk 8 kg",19,9,48,"3,600.00",54,3,126,"98%","99%","5/13/2016",123,2,141,"10,575.00","148,050.00","75",12,7,"136-165"
"1079","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/14/2016","Pinapple Chunk 8 kg",20,13,107,"8,025.00",54,3,126,"100%","95%","5/12/2016",106,2,137,"10,275.00","115,080.00","75",12,8,"136-165"
"1080","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/13/2016","Pinapple Chunk 8 kg",19,9,127,"9,525.00",54,3,126,"99%","93%","5/11/2016",106,2,160,"12,000.00","218,400.00","75",12,7,"136-165"
"1081","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/12/2016","Pinapple Chunk 8 kg",22,14,145,"10,875.00",54,3,126,"95%","91%","5/10/2016",103,2,154,"11,550.00","210,210.00","75",12,10,"136-165"
"1082","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/11/2016","Pinapple Chunk 8 kg",17,5,152,"11,400.00",54,3,126,"97%","90%","5/9/2016",117,2,136,"10,200.00","171,360.00","75",12,5,"136-165"
"1083","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/10/2016","Pinapple Chunk 8 kg",20,12,189,"14,175.00",54,3,126,"97%","93%","5/8/2016",125,2,148,"11,100.00","139,860.00","75",12,8,"136-165"
"1084","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/9/2016","Pinapple Chunk 8 kg",18,6,98,"7,350.00",54,3,126,"99%","97%","5/7/2016",116,2,157,"11,775.00","131,880.00","75",12,6,"136-165"
"1085","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/8/2016","Pinapple Chunk 8 kg",15,8,152,"11,400.00",54,3,126,"95%","91%","5/6/2016",110,2,132,"9,900.00","138,600.00","75",12,3,"106-135"
"1086","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/7/2016","Pinapple Chunk 8 kg",17,13,205,"15,375.00",54,3,126,"96%","90%","5/5/2016",102,2,156,"11,700.00","147,420.00","75",12,5,"136-165"
"1087","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/6/2016","Pinapple Chunk 8 kg",18,11,61,"4,575.00",54,3,126,"96%","96%","5/4/2016",103,2,155,"11,625.00","162,750.00","75",12,6,"136-165"
"1088","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/5/2016","Pinapple Chunk 8 kg",16,13,127,"9,525.00",54,3,126,"99%","96%","5/3/2016",105,2,156,"11,700.00","147,420.00","75",12,4,"136-165"
"1089","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/4/2016","Pinapple Chunk 8 kg",20,11,50,"3,750.00",54,3,126,"99%","92%","5/2/2016",106,2,148,"11,100.00","186,480.00","75",12,8,"136-165"
"1090","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/3/2016","Pinapple Chunk 8 kg",16,5,131,"9,825.00",54,3,126,"96%","99%","5/1/2016",108,2,133,"9,975.00","139,650.00","75",12,4,"106-135"
"1091","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/2/2016","Pinapple Chunk 8 kg",19,9,147,"11,025.00",54,3,126,"100%","95%","4/30/2016",111,2,130,"9,750.00","177,450.00","75",12,7,"106-135"
"1092","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/1/2016","Pinapple Chunk 8 kg",22,12,196,"14,700.00",54,3,126,"98%","98%","4/29/2016",111,2,139,"10,425.00","189,735.00","75",12,10,"136-165"
"1093","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/8/2016","Sugar 5 kg",21,6,186,"37,200.00",26,2,42,"100%","97%","6/6/2016",40,2,146,"29,200.00","367,920.00","200",12,9,"136-165"
"1094","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/7/2016","Sugar 5 kg",20,5,148,"29,600.00",93,5,385,"95%","99%","6/2/2016",354,5,137,"27,400.00","383,600.00","200",12,8,"136-165"
"1095","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/6/2016","Sugar 5 kg",22,6,0,"0",83,5,315,"8%","98%","6/3/2016",293,3,137,"27,400.00","498,680.00","200",12,10,"136-165"
"1096","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/5/2016","Sugar 5 kg",17,6,0,"0",49,1,43,"10%","96%","6/1/2016",42,4,151,"30,200.00","380,520.00","200",12,5,"136-165"
"1097","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/4/2016","Sugar 5 kg",18,5,0,"0",56,2,96,"11%","95%","5/25/2016",85,10,160,"32,000.00","492,800.00","200",12,6,"136-165"
"1098","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/3/2016","Sugar 5 kg",22,11,0,"0",26,2,42,"11%","98%","6/1/2016",35,2,144,"28,800.00","403,200.00","200",12,10,"136-165"
"1099","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/2/2016","Sugar 5 kg",17,6,70,"14,000.00",26,2,42,"99%","93%","5/31/2016",34,2,158,"31,600.00","398,160.00","200",12,5,"136-165"
"1100","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/1/2016","Sugar 5 kg",20,9,192,"38,400.00",26,2,42,"98%","94%","5/30/2016",39,2,136,"27,200.00","456,960.00","200",12,8,"136-165"
"1101","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/31/2016","Sugar 5 kg",22,11,201,"40,200.00",26,2,42,"97%","93%","5/29/2016",40,2,136,"27,200.00","304,640.00","200",12,10,"136-165"
"1102","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/30/2016","Sugar 5 kg",18,13,154,"30,800.00",26,2,42,"98%","92%","5/28/2016",39,2,146,"29,200.00","367,920.00","200",12,6,"136-165"
"1103","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/29/2016","Sugar 5 kg",20,7,199,"39,800.00",26,2,42,"97%","99%","5/27/2016",34,2,138,"27,600.00","309,120.00","200",12,8,"136-165"
"1104","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/28/2016","Sugar 5 kg",16,11,209,"41,800.00",26,2,42,"98%","98%","5/26/2016",38,2,153,"30,600.00","471,240.00","200",12,4,"136-165"
"1105","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/27/2016","Sugar 5 kg",17,9,136,"27,200.00",26,2,42,"95%","98%","5/25/2016",39,2,135,"27,000.00","302,400.00","200",12,5,"106-135"
"1106","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/26/2016","Sugar 5 kg",17,10,163,"32,600.00",26,2,42,"96%","96%","5/24/2016",37,2,150,"30,000.00","504,000.00","200",12,5,"136-165"
"1107","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/25/2016","Sugar 5 kg",18,15,184,"36,800.00",26,2,42,"95%","93%","5/23/2016",39,2,148,"29,600.00","455,840.00","200",12,6,"136-165"
"1108","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/24/2016","Sugar 5 kg",15,12,49,"9,800.00",26,2,42,"96%","95%","5/22/2016",39,2,143,"28,600.00","360,360.00","200",12,3,"136-165"
"1109","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/23/2016","Sugar 5 kg",22,6,0,"0",26,2,42,"15%","94%","5/21/2016",37,2,151,"30,200.00","549,640.00","200",12,10,"136-165"
"1110","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/22/2016","Sugar 5 kg",22,13,0,"0",26,2,42,"13%","93%","5/20/2016",41,2,138,"27,600.00","347,760.00","200",12,10,"136-165"
"1111","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/21/2016","Sugar 5 kg",17,12,0,"0",26,2,42,"7%","98%","5/19/2016",39,2,138,"27,600.00","386,400.00","200",12,5,"136-165"
"1112","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/20/2016","Sugar 5 kg",19,11,0,"0",26,2,42,"5%","90%","5/18/2016",39,2,131,"26,200.00","476,840.00","200",12,7,"106-135"
"1113","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/19/2016","Sugar 5 kg",15,10,0,"0",26,2,42,"15%","99%","5/17/2016",38,2,137,"27,400.00","383,600.00","200",12,3,"136-165"
"1114","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/18/2016","Sugar 5 kg",16,15,116,"23,200.00",26,2,42,"95%","92%","5/16/2016",40,2,146,"29,200.00","490,560.00","200",12,4,"136-165"
"1115","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/17/2016","Sugar 5 kg",19,10,60,"12,000.00",26,2,42,"95%","94%","5/15/2016",38,2,152,"30,400.00","468,160.00","200",12,7,"136-165"
"1116","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/16/2016","Sugar 5 kg",15,11,161,"32,200.00",26,2,42,"98%","98%","5/14/2016",40,2,131,"26,200.00","366,800.00","200",12,3,"106-135"
"1117","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/15/2016","Sugar 5 kg",19,8,142,"28,400.00",26,2,42,"99%","91%","5/13/2016",41,2,136,"27,200.00","342,720.00","200",12,7,"136-165"
