System Date,Purchase Category,SKU,Store,Supply Site,Vendor,DC to Store Lead Time (in Days),Stock Transfer Schedule at Store (in Days),AVAILABLE STOCK (Units),UoM,STOCK VALUE (INR),Stock in Transit,STO count in last two weeks,Total STO qty raised in last 2 weeks,Fill rate at Stores for last 2 weeks - Rolling Average,DC to Store Fill Rate On Time - Rolling Average,Last Good Receipt Note (GRN) date at Store,Last GRN qty at Store,Days since last GRN at Store,Daily SALES QTY - Rolling Average for Last Month,Daily SALES VALUE - Rolling Average for Last Month,Actual Sale in Last 2 weeks (Total),Retail Price
5/25/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,22,8,60,Litres,"5,400.00",82,5,360,100%,98%,5/14/2016,331,11,148,"13,320.00","149,184.00",90
5/24/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,16,15,43,Litres,"3,870.00",82,5,360,99%,96%,5/13/2016,324,11,159,"14,310.00","200,340.00",90
5/23/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,16,8,161,Litres,"14,490.00",82,5,360,95%,93%,5/12/2016,353,11,144,"12,960.00","145,152.00",90
5/22/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,21,11,0,Litres,0,82,5,360,11%,93%,5/11/2016,292,11,157,"14,130.00","237,384.00",90
5/21/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,15,12,0,Litres,0,82,5,360,14%,93%,5/10/2016,302,11,139,"12,510.00","140,112.00",90
5/20/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,22,8,0,Litres,0,82,5,360,8%,93%,5/9/2016,299,11,153,"13,770.00","231,336.00",90
5/19/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,17,12,0,Litres,0,82,5,360,5%,92%,5/8/2016,328,11,148,"13,320.00","149,184.00",90
5/18/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,15,8,83,Litres,"7,470.00",82,5,360,99%,95%,5/7/2016,317,11,152,"13,680.00","172,368.00",90
5/17/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,21,13,72,Litres,"6,480.00",82,5,360,97%,91%,5/6/2016,288,11,130,"11,700.00","180,180.00",90
5/16/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,22,11,113,Litres,"10,170.00",82,5,360,98%,94%,5/5/2016,313,11,157,"14,130.00","178,038.00",90
5/15/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,17,5,206,Litres,"18,540.00",82,5,360,100%,93%,5/4/2016,313,11,140,"12,600.00","141,120.00",90
5/14/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,22,9,195,Litres,"17,550.00",82,5,360,98%,98%,5/3/2016,295,11,144,"12,960.00","199,584.00",90
5/13/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,20,12,130,Litres,"11,700.00",82,5,360,99%,95%,5/2/2016,328,11,130,"11,700.00","180,180.00",90
5/12/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,15,9,204,Litres,"18,360.00",82,5,360,98%,96%,5/1/2016,288,11,139,"12,510.00","140,112.00",90
5/11/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,15,6,46,Litres,"4,140.00",82,5,360,99%,90%,4/30/2016,328,11,139,"12,510.00","227,682.00",90
5/10/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,22,12,120,Litres,"10,800.00",82,5,360,99%,98%,4/29/2016,328,11,144,"12,960.00","163,296.00",90
5/9/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,15,13,160,Litres,"14,400.00",82,5,360,98%,92%,4/28/2016,299,11,156,"14,040.00","196,560.00",90
5/8/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,20,10,126,Litres,"11,340.00",82,5,360,99%,98%,4/27/2016,320,11,158,"14,220.00","179,172.00",90
5/7/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,16,12,64,Litres,"5,760.00",82,5,360,96%,98%,4/26/2016,299,11,159,"14,310.00","200,340.00",90
5/6/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,22,11,165,Litres,"14,850.00",82,5,360,96%,94%,4/25/2016,317,11,144,"12,960.00","163,296.00",90
5/5/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,19,15,203,Litres,"18,270.00",82,5,360,99%,92%,4/24/2016,320,11,134,"12,060.00","168,840.00",90
5/4/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,20,8,197,Litres,"17,730.00",82,5,360,100%,98%,4/23/2016,306,11,152,"13,680.00","210,672.00",90
5/3/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,15,10,206,Litres,"18,540.00",82,5,360,97%,91%,4/22/2016,353,11,146,"13,140.00","147,168.00",90
5/2/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,15,9,206,Litres,"18,540.00",82,5,360,95%,96%,4/21/2016,320,11,136,"12,240.00","205,632.00",90
5/1/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,15,11,210,Litres,"18,900.00",82,5,360,95%,93%,4/20/2016,356,11,148,"13,320.00","167,832.00",90
6/8/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,19,11,208,Kgs,"124,800.00",72,1,61,98%,98%,6/6/2016,52,2,158,"94,800.00","1,592,640.00",600
6/7/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,21,13,0,Kgs,0,46,3,108,12%,99%,5/29/2016,105,9,155,"93,000.00","1,171,800.00",600
6/6/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,21,15,0,Kgs,0,51,2,96,7%,92%,5/26/2016,81,11,131,"78,600.00","1,210,440.00",600
6/5/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,18,10,0,Kgs,0,52,3,129,6%,97%,6/3/2016,121,2,156,"93,600.00","1,310,400.00",600
6/4/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,18,10,86,Kgs,"51,600.00",78,2,132,98%,91%,5/28/2016,125,7,130,"78,000.00","982,800.00",600
6/3/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,16,15,182,Kgs,"109,200.00",72,1,61,98%,95%,6/1/2016,60,2,145,"87,000.00","1,096,200.00",600
6/2/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,21,14,65,Kgs,"39,000.00",72,1,61,95%,91%,5/31/2016,55,2,136,"81,600.00","1,142,400.00",600
6/1/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,15,12,63,Kgs,"37,800.00",72,1,61,98%,95%,5/30/2016,51,2,131,"78,600.00","1,210,440.00",600
5/31/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,15,12,49,Kgs,"29,400.00",72,1,61,100%,93%,5/29/2016,56,2,159,"95,400.00","1,736,280.00",600
5/30/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,21,15,49,Kgs,"29,400.00",72,1,61,96%,92%,5/28/2016,59,2,160,"96,000.00","1,747,200.00",600
5/29/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,20,8,108,Kgs,"64,800.00",72,1,61,97%,99%,5/27/2016,55,2,149,"89,400.00","1,001,280.00",600
5/28/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,22,11,159,Kgs,"95,400.00",72,1,61,99%,90%,5/26/2016,51,2,151,"90,600.00","1,014,720.00",600
5/27/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,15,12,130,Kgs,"78,000.00",72,1,61,97%,92%,5/25/2016,53,2,139,"83,400.00","934,080.00",600
5/26/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,16,12,171,Kgs,"102,600.00",72,1,61,97%,98%,5/24/2016,50,2,156,"93,600.00","1,048,320.00",600
5/25/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,20,8,0,Kgs,0,72,1,61,8%,93%,5/23/2016,56,2,140,"84,000.00","1,176,000.00",600
5/24/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,21,5,0,Kgs,0,72,1,61,5%,96%,5/22/2016,55,2,160,"96,000.00","1,344,000.00",600
5/23/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,22,11,0,Kgs,0,72,1,61,7%,90%,5/21/2016,59,2,132,"79,200.00","1,108,800.00",600
5/22/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,18,15,0,Kgs,0,72,1,61,7%,92%,5/20/2016,53,2,133,"79,800.00","893,760.00",600
5/21/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,21,6,0,Kgs,0,72,1,61,15%,98%,5/19/2016,57,2,155,"93,000.00","1,171,800.00",600
5/20/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,18,11,201,Kgs,"120,600.00",72,1,61,95%,97%,5/18/2016,49,2,152,"91,200.00","1,532,160.00",600
5/19/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,15,11,79,Kgs,"47,400.00",72,1,61,100%,96%,5/17/2016,54,2,151,"90,600.00","1,648,920.00",600
5/18/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,20,7,89,Kgs,"53,400.00",72,1,61,95%,94%,5/16/2016,52,2,137,"82,200.00","920,640.00",600
5/17/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,21,9,182,Kgs,"109,200.00",72,1,61,95%,90%,5/15/2016,59,2,139,"83,400.00","1,167,600.00",600
5/16/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,19,6,90,Kgs,"54,000.00",72,1,61,98%,96%,5/14/2016,57,2,131,"78,600.00","880,320.00",600
5/15/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,15,15,125,Kgs,"75,000.00",72,1,61,99%,93%,5/13/2016,56,2,131,"78,600.00","1,100,400.00",600
5/14/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,17,7,0,Kgs,0,72,1,61,12%,98%,5/12/2016,49,2,160,"96,000.00","1,478,400.00",600
5/13/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,19,10,0,Kgs,0,72,1,61,6%,96%,5/11/2016,51,2,156,"93,600.00","1,703,520.00",600
5/12/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,20,9,0,Kgs,0,72,1,61,8%,92%,5/10/2016,55,2,141,"84,600.00","1,184,400.00",600
5/11/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,19,13,0,Kgs,0,72,1,61,12%,92%,5/9/2016,52,2,152,"91,200.00","1,021,440.00",600
5/10/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,20,15,0,Kgs,0,72,1,61,8%,92%,5/8/2016,53,2,154,"92,400.00","1,422,960.00",600
5/9/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,15,13,53,Kgs,"31,800.00",72,1,61,97%,95%,5/7/2016,60,2,146,"87,600.00","1,349,040.00",600
5/8/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,19,8,145,Kgs,"87,000.00",72,1,61,97%,90%,5/6/2016,52,2,142,"85,200.00","1,073,520.00",600
5/7/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,21,5,76,Kgs,"45,600.00",72,1,61,100%,94%,5/5/2016,56,2,139,"83,400.00","934,080.00",600
5/6/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,21,9,100,Kgs,"60,000.00",72,1,61,100%,91%,5/4/2016,56,2,149,"89,400.00","1,627,080.00",600
5/5/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,17,12,175,Kgs,"105,000.00",72,1,61,96%,98%,5/3/2016,52,2,140,"84,000.00","940,800.00",600
5/4/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,19,8,0,Kgs,0,72,1,61,10%,92%,5/2/2016,60,2,157,"94,200.00","1,055,040.00",600
5/3/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,22,5,0,Kgs,0,72,1,61,11%,94%,5/1/2016,56,2,155,"93,000.00","1,041,600.00",600
5/2/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,22,5,0,Kgs,0,72,1,61,15%,93%,4/30/2016,59,2,149,"89,400.00","1,251,600.00",600
5/1/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,15,14,0,Kgs,0,72,1,61,5%,92%,4/29/2016,53,2,153,"91,800.00","1,542,240.00",600
6/8/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,16,7,197,Kgs,"14,775.00",54,3,126,96%,98%,6/6/2016,122,2,134,"10,050.00","112,560.00",75
6/7/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,15,10,203,Kgs,"15,225.00",50,5,225,100%,95%,5/25/2016,194,13,134,"10,050.00","154,770.00",75
6/6/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,22,10,197,Kgs,"14,775.00",26,4,80,99%,98%,5/25/2016,79,12,158,"11,850.00","165,900.00",75
6/5/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,18,7,77,Kgs,"5,775.00",89,3,198,100%,96%,5/24/2016,184,12,144,"10,800.00","166,320.00",75
6/4/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,18,15,121,Kgs,"9,075.00",21,4,64,96%,90%,5/24/2016,57,11,155,"11,625.00","211,575.00",75
6/3/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,22,6,127,Kgs,"9,525.00",54,3,126,100%,97%,6/1/2016,102,2,132,"9,900.00","152,460.00",75
6/2/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,22,5,117,Kgs,"8,775.00",54,3,126,100%,95%,5/31/2016,117,2,158,"11,850.00","199,080.00",75
6/1/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,21,8,68,Kgs,"5,100.00",54,3,126,99%,93%,5/30/2016,123,2,134,"10,050.00","168,840.00",75
5/31/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,21,15,55,Kgs,"4,125.00",54,3,126,96%,96%,5/29/2016,107,2,146,"10,950.00","168,630.00",75
5/30/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,20,11,57,Kgs,"4,275.00",54,3,126,99%,97%,5/28/2016,111,2,155,"11,625.00","130,200.00",75
5/29/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,22,13,203,Kgs,"15,225.00",54,3,126,96%,93%,5/27/2016,101,2,150,"11,250.00","157,500.00",75
5/28/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,20,14,52,Kgs,"3,900.00",54,3,126,99%,98%,5/26/2016,122,2,158,"11,850.00","149,310.00",75
5/27/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,18,8,130,Kgs,"9,750.00",54,3,126,99%,90%,5/25/2016,117,2,153,"11,475.00","160,650.00",75
5/26/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,22,5,147,Kgs,"11,025.00",54,3,126,98%,94%,5/24/2016,106,2,153,"11,475.00","144,585.00",75
5/25/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,22,13,101,Kgs,"7,575.00",54,3,126,96%,90%,5/23/2016,125,2,135,"10,125.00","141,750.00",75
5/24/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,19,14,101,Kgs,"7,575.00",54,3,126,99%,96%,5/22/2016,125,2,144,"10,800.00","151,200.00",75
5/23/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,20,12,182,Kgs,"13,650.00",54,3,126,95%,93%,5/21/2016,113,2,155,"11,625.00","162,750.00",75
5/22/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,21,5,165,Kgs,"12,375.00",54,3,126,98%,93%,5/20/2016,116,2,150,"11,250.00","141,750.00",75
5/21/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,20,9,154,Kgs,"11,550.00",54,3,126,95%,97%,5/19/2016,123,2,144,"10,800.00","120,960.00",75
5/20/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,21,5,183,Kgs,"13,725.00",54,3,126,96%,98%,5/18/2016,108,2,146,"10,950.00","122,640.00",75
5/19/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,21,15,106,Kgs,"7,950.00",54,3,126,99%,99%,5/17/2016,112,2,153,"11,475.00","128,520.00",75
5/18/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,16,15,90,Kgs,"6,750.00",54,3,126,95%,90%,5/16/2016,108,2,145,"10,875.00","121,800.00",75
5/17/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,15,9,103,Kgs,"7,725.00",54,3,126,98%,99%,5/15/2016,113,2,146,"10,950.00","137,970.00",75
5/16/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,16,11,76,Kgs,"5,700.00",54,3,126,100%,93%,5/14/2016,115,2,140,"10,500.00","117,600.00",75
5/15/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,19,9,48,Kgs,"3,600.00",54,3,126,98%,99%,5/13/2016,123,2,141,"10,575.00","148,050.00",75
5/14/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,20,13,107,Kgs,"8,025.00",54,3,126,100%,95%,5/12/2016,106,2,137,"10,275.00","115,080.00",75
5/13/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,19,9,127,Kgs,"9,525.00",54,3,126,99%,93%,5/11/2016,106,2,160,"12,000.00","218,400.00",75
5/12/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,22,14,145,Kgs,"10,875.00",54,3,126,95%,91%,5/10/2016,103,2,154,"11,550.00","210,210.00",75
5/11/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,17,5,152,Kgs,"11,400.00",54,3,126,97%,90%,5/9/2016,117,2,136,"10,200.00","171,360.00",75
5/10/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,20,12,189,Kgs,"14,175.00",54,3,126,97%,93%,5/8/2016,125,2,148,"11,100.00","139,860.00",75
5/9/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,18,6,98,Kgs,"7,350.00",54,3,126,99%,97%,5/7/2016,116,2,157,"11,775.00","131,880.00",75
5/8/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,15,8,152,Kgs,"11,400.00",54,3,126,95%,91%,5/6/2016,110,2,132,"9,900.00","138,600.00",75
5/7/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,17,13,205,Kgs,"15,375.00",54,3,126,96%,90%,5/5/2016,102,2,156,"11,700.00","147,420.00",75
5/6/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,18,11,61,Kgs,"4,575.00",54,3,126,96%,96%,5/4/2016,103,2,155,"11,625.00","162,750.00",75
5/5/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,16,13,127,Kgs,"9,525.00",54,3,126,99%,96%,5/3/2016,105,2,156,"11,700.00","147,420.00",75
5/4/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,20,11,50,Kgs,"3,750.00",54,3,126,99%,92%,5/2/2016,106,2,148,"11,100.00","186,480.00",75
5/3/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,16,5,131,Kgs,"9,825.00",54,3,126,96%,99%,5/1/2016,108,2,133,"9,975.00","139,650.00",75
5/2/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,19,9,147,Kgs,"11,025.00",54,3,126,100%,95%,4/30/2016,111,2,130,"9,750.00","177,450.00",75
5/1/2016,Groceries,Pinapple Chunk 8 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ABC Vendor,22,12,196,Kgs,"14,700.00",54,3,126,98%,98%,4/29/2016,111,2,139,"10,425.00","189,735.00",75
6/8/2016,Groceries,Sugar 5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,21,6,186,Kgs,"37,200.00",26,2,42,100%,97%,6/6/2016,40,2,146,"29,200.00","367,920.00",200
6/7/2016,Groceries,Sugar 5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,20,5,148,Kgs,"29,600.00",93,5,385,95%,99%,6/2/2016,354,5,137,"27,400.00","383,600.00",200
6/6/2016,Groceries,Sugar 5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,22,6,0,Kgs,0,83,5,315,8%,98%,6/3/2016,293,3,137,"27,400.00","498,680.00",200
6/5/2016,Groceries,Sugar 5 kg,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,17,6,0,Kgs,0,49,1,43,10%,96%,6/1/2016,42,4,151,"30,200.00","380,520.00",200
